Date,BRK-A,CL=F,GC=F,KE=F,NG=F,SQM,TSLA,ZF=F,ZR=F
2013-02-04,145010.0,96.16999816894531,1675.300048828125,817.0,3.315000057220459,32.57000732421875,2.5160000324249268,123.921875,1591.0
2013-02-05,146825.0,96.63999938964844,1672.4000244140625,807.25,3.3989999294281006,32.697486877441406,2.5420000553131104,123.7734375,1615.0
2013-02-06,146735.0,96.62000274658203,1677.699951171875,809.75,3.4179999828338623,32.7612190246582,2.611332893371582,123.953125,1620.0
2013-02-07,146260.0,95.83000183105469,1670.4000244140625,801.0,3.2850000858306885,33.47392272949219,2.631999969482422,124.0078125,1612.0
2013-02-08,146374.0,95.72000122070312,1666.0,799.75,3.2720000743865967,33.50869369506836,2.615999937057495,124.0,1634.5
2013-02-11,145835.0,97.02999877929688,1648.199951171875,788.75,3.2790000438690186,33.3812141418457,2.561332941055298,123.9453125,1584.5
2013-02-12,147125.0,97.51000213623047,1648.699951171875,778.0,3.2300000190734863,33.097286224365234,2.5260000228881836,123.8125,1566.0
2013-02-13,147750.0,97.01000213623047,1644.199951171875,780.25,3.305999994277954,33.38700485229492,2.563333034515381,123.65625,1585.5
2013-02-14,149240.0,97.30999755859375,1634.699951171875,775.0,3.1630001068115234,32.94084548950195,2.551332950592041,123.8671875,1572.0
2013-02-15,150141.0,95.86000061035156,1608.800048828125,777.5,3.1530001163482666,32.81336975097656,2.4693329334259033,123.8203125,1583.5
2013-02-19,152498.0,96.66000366210938,1603.5999755859375,769.0,3.2720000743865967,32.77861404418945,2.618666887283325,123.75,1592.0
2013-02-20,151000.0,94.45999908447266,1577.5999755859375,777.25,3.2790000438690186,31.892070770263672,2.569333076477051,123.828125,1602.5
2013-02-21,150500.0,92.83999633789062,1578.199951171875,757.25,3.246000051498413,31.48067283630371,2.3440001010894775,123.96875,1583.5
2013-02-22,152009.0,93.12999725341797,1572.4000244140625,749.75,3.2909998893737793,31.741418838500977,2.4073328971862793,124.03125,1558.5
2013-02-25,149900.0,93.11000061035156,1586.199951171875,731.5,3.4140000343322754,31.422731399536133,2.2920000553131104,124.2734375,1542.0
2013-02-26,148320.0,92.62999725341797,1615.199951171875,732.75,3.427000045776367,31.839927673339844,2.295332908630371,124.328125,1548.0
2013-02-27,151916.0,92.76000213623047,1595.199951171875,734.25,3.434000015258789,31.868892669677734,2.3399999141693115,124.3203125,1547.5
2013-02-28,152600.0,92.05000305175781,1577.699951171875,747.0,3.4860000610351562,32.11225128173828,2.322000026702881,124.375,1550.0
2013-03-01,152750.0,90.68000030517578,1571.9000244140625,756.0,3.4560000896453857,32.10065841674805,2.309999942779541,124.453125,1553.0
2013-03-04,152955.0,90.12000274658203,1572.0999755859375,737.0,3.5290000438690186,31.805152893066406,2.371999979019165,124.390625,1533.5
2013-03-05,154425.0,90.81999969482422,1574.5999755859375,736.25,3.5290000438690186,32.30926513671875,2.4433329105377197,124.3203125,1513.0
2013-03-06,155095.0,90.43000030517578,1574.5999755859375,729.5,3.4700000286102295,31.405349731445312,2.512666940689087,124.1953125,1509.5
2013-03-07,155210.0,91.55999755859375,1574.800048828125,740.0,3.5820000171661377,31.839927673339844,2.5486669540405273,123.96875,1516.0
2013-03-08,155411.0,91.94999694824219,1576.5999755859375,738.25,3.628999948501587,32.0311393737793,2.564666986465454,123.796875,1512.5
2013-03-11,155978.0,92.05999755859375,1577.800048828125,738.25,3.6489999294281006,32.58738708496094,2.6066670417785645,123.8046875,1500.0
2013-03-12,154346.0,92.54000091552734,1591.5,735.0,3.6449999809265137,32.83076858520508,2.6080000400543213,123.90625,1501.5
